author,title,sentence,sentence_nr,words,kind
"Twain, Mark",The Prince and the Pauper,But if a doubt remained in any mind that Tom Canty was not the King of England and familiar with the august appurtenances of royalty this reply disposed of it utterly,23627,England,location
"Twain, Mark",The Prince and the Pauper,But if a doubt remained in any mind that Tom Canty was not the King of England and familiar with the august appurtenances of royalty this reply disposed of it utterly,23627,Maine,location
"Twain, Mark",The Prince and the Pauper,Then the coronation ceremonies were resumed the true King was anointed and the crown set upon his head whilst cannon thundered the news to the city and all London seemed to rock with applause,23629,London,location
"Twain, Mark",The Prince and the Pauper,Miles Hendon was picturesque enough before he got into the riot on London Bridgehe was more so when he got out of it,23632,London,location
"Twain, Mark",The Prince and the Pauper,His rags taken together with the low villain who seemed to know him and who even claimed to be his father indicated that his home was in one or another of the poorest and meanest districts of London,23641,London,location
"Twain, Mark",The Prince and the Pauper,He followed the pageant through all its devious windings about London and all the way to Westminster and the Abbey,23654,London,location
"Twain, Mark",The Prince and the Pauper,r him through the assembled nobility of England then made a bow reminded him to take his hat off and left him standing in the middle of the room a mark for all eyes for plenty of indignant frowns and for a sufficiency of amused and derisive smiles,23700,England,location
"Twain, Mark",The Prince and the Pauper,or  is  he the veritable Sovereign of England and not the friendless poor Tom o Bedlam I took him forwho shall solve me this riddle,23709,England,location
"Twain, Mark",The Prince and the Pauper,Also learn that for a higher service in that he saved his sovereign stripes and shame taking these upon himself he is a peer of England Earl of Kent and shall have gold and lands meet for the dignity,23716,England,location
"Twain, Mark",The Prince and the Pauper,Morethe privilege which he hath just exercised is his by royal grant for we have ordained that the chiefs of his line shall have and hold the right to sit in the presence of the Majesty of England henceforth age after age so long as the crown shall endure,23717,England,location
"Twain, Mark",The Prince and the Pauper,London 1665,23778,London,location
"Twain, Mark",The Prince and the Pauper,9  Humes England,23779,England,location
"Twain, Mark",The Prince and the Pauper,It is most reasonable to regard the dress as copied from the costume of the citizens of London of that period when long blue coats were the common habit of apprentices and servingmen and yellow stockings were generally worn the coat fits closely to the body but has loose sleeves and beneath is worn a sleeveless yellow undercoat around the waist is a red leathern girdle a clerical band around the neck and a small flat black cap about the size of a saucer completes the costumeTimbs,23783,London,location
"Twain, Mark",The Prince and the Pauper,Curiosities of London,23784,London,location
"Twain, Mark",The Prince and the Pauper,Curiosities of London,23787,London,location
"Twain, Mark",The Prince and the Pauper,History of England vol,23791,England,location
"Twain, Mark",The Prince and the Pauper,It was not till the end of this reign Henry VIII that any salads carrots turnips or other edible roots were produced in England,23795,England,location
"Twain, Mark",The Prince and the Pauper,History of England vol,23798,England,location
"Twain, Mark",The Prince and the Pauper,History of England vol iii,23805,England,location
"Twain, Mark",The Prince and the Pauper,History of England vol,23818,England,location
"Twain, Mark",The Prince and the Pauper,History of England vol,23826,England,location
"Twain, Mark",The Prince and the Pauper,By these repeals several of the most rigorous laws that ever had passed in England were annulled and some dawn both of civil and religious liberty began to appear to the people,23831,England,location
"Twain, Mark",The Prince and the Pauper,In Germany even in the seventeenth century this horrible punishment was inflicted on coiners and counterfeiters,23840,Germany,location
"Twain, Mark",The Prince and the Pauper,Taylor the Water Poet describes an execution he witnessed in Hamburg in 1616,23841,Hamburg,location
"Twain, Mark",The Prince and the Pauper,A woman and her daughter  nine years old  were hanged in Huntingdon for selling their souls to the devil and raising a storm by pulling off their stockingsDr,23845,Huntingdon,location
"Twain, Mark",The Prince and the Pauper,When Connecticut and New Haven were framing their first codes larceny above the value of twelve pence was a capital crime in Englandas it had been since the time of Henry IDr,23854,England,location
"Twain, Mark",The Prince and the Pauper,When Connecticut and New Haven were framing their first codes larceny above the value of twelve pence was a capital crime in Englandas it had been since the time of Henry IDr,23854,Connecticut,location
"Twain, Mark",The Prince and the Pauper,When Connecticut and New Haven were framing their first codes larceny above the value of twelve pence was a capital crime in Englandas it had been since the time of Henry IDr,23854,New Haven,location
"Twain, Mark",The Prince and the Pauper,He was again prosecuted and was sentenced to lose  what remained of his ears  to pay a fine of 5000 pounds to be  branded on both his cheeks  with the letters S L for Seditious Libeller and to remain in prison for life,23861,Maine,location
